#Source_pybdsf Source_cat RA_cat DEC_cat RA_pybdsf DEC_pybdsf Flux_cat Flux_pbdsf E_Flux_pybdsf Peak_flux_pybdsf E_Peak_flux_pybdsf S_Code
44 1220 269.627418 1.30943 269.62722090616774 1.30946046010884 0.076415 0.09023518358 0.04800081582 0.09023518358 0.02855533674  C   
45 10921 269.62646 1.41535 269.62664916740044 1.41495451261828 0.116124 0.17415102978 0.04712352589 0.17415102978 0.02803344333  C   
46 4682 269.628329 1.41687 269.6282282067791 1.41643465098269 0.289881 0.1718179686 0.04712352589 0.1718179686 0.02803344333  C   
47 5102 269.626821 1.35062 269.6269332407118 1.35070272168247 0.382321 0.3063096026 0.04378427823 0.3063096026 0.02604694915  S   
48 10750 269.625567 1.4332399999999998 269.6255681258441 1.43315447572163 0.994219 0.7641623455000001 0.04969116326 0.7641623455000001 0.02956091215  S   
50 6161 269.626088 1.42751 269.62505418489576 1.42693592634343 0.076681 0.10686179833 0.04824289885 0.10686179833 0.02869935018  C   
51 8209 269.62509900000003 1.3295 269.62498927075086 1.32948715924266 0.586583 0.52323037851 0.04444115046 0.52323037851 0.02643771767  S   
52 8170 269.624858 1.30269 269.62464377313006 1.30253931720696 0.206296 0.25131321159 0.04790018164 0.25131321159 0.0284954702  S   
53 4461 269.624037 1.3379299999999998 269.6240514254214 1.33784324524235 0.311065 0.27532031044 0.04344042291 0.27532031044 0.02584239212  S   
55 3047 269.624632 1.32045 269.6241628413576 1.32071849786734 0.097699 0.12792211856 0.04491159724 0.12792211856 0.02671758304  S   
56 806 269.623733 1.35017 269.62377656375344 1.35011198889264 0.133308 0.1441944850299999 0.0428882935999999 0.1441944850299999 0.0255139344  S   
59 14023 269.622176 1.3936700000000002 269.62217135268577 1.39364971980771 0.965793 0.78595593509 0.04305985823 0.78595593509 0.02561599695  C   
60 11727 269.622466 1.3958 269.6224986335942 1.39580731637318 0.536626 0.4953079042999999 0.04305985823 0.4953079042999999 0.02561599695  C   
61 7407 269.62009900000004 1.3922899999999998 269.61983940930446 1.39206952995842 0.226013 0.1913149115 0.04305985823 0.1913149115 0.02561599695  C   
63 12127 269.621502 1.30373 269.62142958163054 1.30366567887003 0.911485 0.8324554078699999 0.0460725590399999 0.8324554078699999 0.02740823078  S   
64 8891 269.621432 1.44078 269.6215080675865 1.44067518489556 0.602605 0.3636828065199999 0.04882436994 0.3636828065199999 0.0290452631  C   
65 7300 269.617418 1.44318 269.61707331770486 1.44313393326254 0.185645 0.23825385314 0.04882436994 0.23825385314 0.0290452631  C   
66 9242 269.619435 1.44267 269.6194569311761 1.4425949868147 0.276325 0.2071412162599999 0.04882436994 0.2071412162599999 0.0290452631  C   
67 342 269.619709 1.31929 269.6200265142797 1.31888817427091 0.386849 0.4771504858 0.06167814424 0.33979995917 0.0254204943  M   
68 14051 269.619741 1.36357 269.61966156317305 1.36354875926768 0.438666 0.40178530778 0.04173865176 0.40178530778 0.02483002082  C   
69 9965 269.62081 1.36073 269.62084109569656 1.36070173994139 0.230745 0.16199639369 0.04173865176 0.16199639369 0.02483002082  C   
70 3249 269.619916 1.40422 269.61982956355234 1.40470733742614 0.068028 0.26116165906 0.06117524526 0.1446440391099999 0.02521322573  M   
71 78 269.620805 1.43777 269.62104528143567 1.43783499285807 0.193222 0.1933714810099999 0.04871418753 0.1933714810099999 0.02897971639  S   
72 14242 269.619093 1.42985 269.6193089332917 1.42908497710816 0.325649 0.42083386837 0.06468587094 0.26838411729 0.0266601214  M   
73 7418 269.619115 1.4275600000000002 269.6187404011528 1.42680811566052 0.132008 0.1524059693199999 0.04573981799 0.1524059693199999 0.0272102855499999  C   
74 2570 269.61654300000004 1.42699 269.6164480543373 1.42739727148663 0.198168 0.09996945558 0.04573981799 0.09996945558 0.0272102855499999  C   
75 2757 269.618409 1.34186 269.6186235549024 1.34219533419993 0.236403 0.45547258517 0.05892590166 0.30602619742 0.02428616434  M   
76 6302 269.61869 1.28462 269.6186936204466 1.28439610440354 0.437891 0.32265398176 0.04859586026 0.32265398176 0.02890932436  S   
77 13717 269.615531 1.3575799999999998 269.61548263518944 1.35724014218468 0.412787 0.3107746176299999 0.04103906844 0.3107746176299999 0.02441384378  C   
78 12296 269.618517 1.35528 269.6185249153307 1.35525953076313 0.219438 0.2410377668 0.04103906844 0.2410377668 0.02441384378  C   
80 13864 269.618528 1.29896 269.61847729208307 1.29915758104964 0.364675 0.35364948315 0.04544553038 0.35364948315 0.02703521599  S   
81 5055 269.617552 1.3235199999999998 269.617411995608 1.32387175122916 0.123644 0.1411867960499999 0.04233225209 0.1411867960499999 0.02518314934  S   
82 5773 269.617276 1.36832 269.6171639732468 1.3683418307252 0.370075 0.28937471065 0.04096745086 0.28937471065 0.024371239  S   
83 1295 269.617162 1.43712 269.6173097255877 1.43703604251595 0.271949 0.22527110565 0.04664538386 0.22527110565 0.0277490001099999  S   
84 3574 269.617026 1.33249 269.61615644213725 1.33302617460844 0.132867 0.33125612413 0.0584431388799999 0.19465212685 0.02408719485  M   
85 10111 269.616806 1.36481 269.61700189560514 1.36487746775016 0.246293 0.14796154769 0.0410269224399999 0.14796154769 0.02440661822  S   
86 13370 269.61107400000003 1.31791 269.6110089472083 1.31790499282939 1.024766 1.0532455173000002 0.0586889184499999 0.928067108 0.0241884923  M   
87 9287 269.612666 1.32044 269.6128717463163 1.32040321534339 0.437427 0.29191911802 0.04149933222 0.29191911802 0.02468765136  C   
88 5273 269.61675 1.3211700000000002 269.6156758390836 1.3210677443551 0.235438 0.26145715569 0.0586889184499999 0.16654900697 0.0241884923  M   
89 1641 269.615823 1.2715 269.616192089638 1.27178724795796 0.250903 0.21478441885 0.05007020573 0.21478441885 0.02978640177  S   
90 11590 269.615797 1.39108 269.61572731220053 1.39100683595906 0.559669 0.49146069517 0.04136292877 0.49146069517 0.02460650594  S   
91 7424 269.61559600000004 1.30903 269.61523632566474 1.309092705479 0.279408 0.40233570077 0.06074533821 0.24780934743 0.0250360406  M   
92 29 269.615457 1.41647 269.6154867043798 1.4162064501245 0.307152 0.1927736547 0.04307922893 0.1927736547 0.02562752044  C   
93 7867 269.615662 1.41827 269.61657094558734 1.41821456184479 0.034729 0.09480593458 0.04307922893 0.09480593458 0.02562752044  C   
94 14204 269.61593 1.45323 269.615814767454 1.45341578920021 0.464265 0.41461910092 0.05031254151 0.41461910092 0.0299305655699999  S   
95 7235 269.614128 1.28655 269.6143550972837 1.28668402077209 0.602323 0.72956114218 0.06443445454 0.5551308030900001 0.02655650076  M   
96 12791 269.613785 1.29044 269.6140249884864 1.29029091907345 0.431485 0.3211494259599999 0.04556203975 0.3211494259599999 0.02710452657  C   
97 566 269.614433 1.33702 269.61502595332144 1.33644669163697 0.057501 0.18764619894 0.0409276421199999 0.18764619894 0.02434755707  S   
98 14039 269.612697 1.27307 269.61283952818405 1.27319914302538 0.174989 0.26890526381 0.04826799277 0.26890526381 0.02871427837  C   
99 12792 269.614998 1.27425 269.6148974717988 1.27403315378208 0.095433 0.15834404225 0.04826799277 0.15834404225 0.02871427837  C   
100 1580 269.614914 1.27947 269.61522082082854 1.27979769464368 0.094499 0.15373649911 0.04750475493 0.15373649911 0.02826023372  S   
101 13919 269.614035 1.33995 269.6141622105296 1.34001795171576 0.614316 0.45564581689 0.04069151826 0.45564581689 0.0242070887099999  S   
102 6810 269.61311 1.36343 269.6133070739912 1.36290599055083 0.403509 0.62383740548 0.05652475997 0.45207349959 0.02329653974  M   
103 8686 269.609564 1.36217 269.6098093345995 1.3620225309897 0.570968 0.41632426995 0.03996904108 0.41632426995 0.02377729228  C   
104 10452 269.613598 1.44658 269.61347300150743 1.44641751248887 0.669373 0.5766256216 0.04725134824 0.5766256216 0.02810948392  S   
105 14732 269.613106 1.38722 269.61328082847825 1.38739721500643 0.339577 0.36286548865 0.04063453994 0.36286548865 0.02417319271  S   
106 14641 269.612612 1.39856 269.6122814080292 1.39841873784725 0.222276 0.41564623326 0.05774695701 0.2579691197 0.02380026522  M   
107 9783 269.612463 1.2683300000000002 269.61240326583965 1.26811158877223 0.639094 0.58176659805 0.04888651278 0.58176659805 0.02908223143  S   
108 10535 269.611302 1.32863 269.6115972439755 1.32849506438885 0.415891 0.42678410355 0.0573134017899999 0.3253203525399999 0.02362157651  M   
109 11124 269.60963200000003 1.3472 269.6096065267422 1.34717768964219 0.508539 0.52283858929 0.03970856923 0.52283858929 0.02362233946  C   
110 1410 269.610454 1.3536 269.6106698817236 1.35294346074695 0.139386 0.1894242005 0.03970856923 0.1894242005 0.02362233946  C   
112 13412 269.611594 1.34808 269.6123125609621 1.34784289866836 0.069546 0.0926239016 0.03970856923 0.0926239016 0.02362233946  C   
113 14664 269.611129 1.43604 269.6112450996909 1.43624784497272 0.553364 0.50563432796 0.04426942572 0.50563432796 0.0263355598699999  S   
114 7739 269.610829 1.37 269.61078577881506 1.37026180353006 0.402787 0.49737242664 0.05632633623 0.3754657574 0.02321475989  M   
115 12188 269.611565 1.43968 269.6115137130953 1.43967326846138 0.133684 0.1273220230099999 0.04491973132 0.1273220230099999 0.02672242194  S   
116 8163 269.609869 1.38377 269.6099895821896 1.38374819140659 0.600022 0.3790340898 0.03989906029 0.3790340898 0.02373566121  S   
117 46 269.610186 1.26068 269.61011842850723 1.26087077262962 0.386741 0.48757629164 0.06996733537 0.37426965382 0.0288368638799999  M   
120 8959 269.609244 1.44458 269.6091794365897 1.44455327075236 0.422254 0.29804308107 0.04497324446 0.29804308107 0.02675425653  C   
121 12870 269.608341 1.44664 269.60815341507333 1.44677374719957 0.216473 0.1495819692 0.04497324446 0.1495819692 0.02675425653  C   
122 2909 269.610637 1.4555699999999998 269.61002679814374 1.4557167321791 0.130897 0.15582751833 0.04823218388 0.15582751833 0.02869297592  S   
123 13118 269.609365 1.39141 269.6094988203617 1.39133118495534 0.429475 0.2348043472 0.0398608350599999 0.2348043472 0.0237129213  S   
124 14493 269.609367 1.43317 269.6091099093482 1.4330243874691 0.208922 0.20424195728 0.04297624889 0.20424195728 0.02556625836  S   
125 6430 269.608769 1.42656 269.6087921791443 1.42620917298838 0.37869 0.4001393257 0.0420686605 0.4001393257 0.02502634062  S   
126 2187 269.608336 1.35733 269.60833451122267 1.35748318030353 0.221489 0.21051114665 0.03932946443 0.21051114665 0.0233968127699999  S   
127 6 269.606967 1.3023900000000002 269.6069661421947 1.30231527642497 5.669039 4.946631094610001 0.04108403416 4.946631094610001 0.0244405935599999  S   
128 5882 269.607627 1.45547 269.60771650738883 1.45531341209113 0.191103 0.15367727342 0.0470354362 0.15367727342 0.02798103942  S   
129 6733 269.603033 1.34015 269.6034045116947 1.3402570427292 0.826368 1.88029641348 0.07752055118 0.98688977766 0.02259199311  M   
130 6773 269.607279 1.34122 269.60718187071666 1.34101337603065 0.319471 0.2898787245999999 0.03876027559 0.2898787245999999 0.02305820647  C   
131 12382 269.60715 1.25542 269.6064687354137 1.25577595420685 0.126814 0.16594637153 0.04905348241 0.16594637153 0.02918156045  C   
132 11896 269.606654 1.25719 269.60664439770864 1.25813097748195 0.11723 0.1450893379899999 0.04905348241 0.1450893379899999 0.02918156045  C   
133 13435 269.607427 1.25395 269.60683946684367 1.25348122278093 0.059393 0.1142488062 0.04905348241 0.1142488062 0.02918156045  C   
134 9357 269.60507 1.4031 269.60504735439497 1.40322654924335 0.328284 0.22861787434 0.03972266463 0.22861787434 0.02363072471  C   
135 12331 269.606675 1.40206 269.6067425215624 1.40207051513469 0.136475 0.1469055014 0.03972266463 0.1469055014 0.02363072471  C   
136 3580 269.60638 1.40522 269.60674189378744 1.40454709066779 0.115786 0.1069865595 0.03972266463 0.1069865595 0.02363072471  C   
137 14434 269.607001 1.46269 269.60683794870386 1.46365008221876 0.054863 0.16151224996 0.04879372886 0.16151224996 0.02902703495  C   
138 353 269.606959 1.46108 269.60705454822926 1.46162143374301 0.080085 0.10627396931 0.04879372886 0.10627396931 0.02902703495  C   
139 12360 269.605969 1.3305699999999998 269.60567035334697 1.33047765526427 0.988895 1.33395194371 0.03921691105 1.33395194371 0.02332985558  S   
140 12049 269.605821 1.41108 269.6062585394172 1.41099456180607 0.101735 0.1182714770799999 0.04014487114 0.1182714770799999 0.0238818923  S   
141 8913 269.606017 1.3647600000000002 269.6057166944279 1.36469584517531 0.398694 0.27035717307 0.03890240002 0.27035717307 0.02314275525  S   
142 10459 269.602624 1.29419 269.6026569506416 1.29415068150455 0.945432 0.88373409253 0.04100246158 0.88373409253 0.02439206662  C   
143 7790 269.605434 1.29265 269.60544261511006 1.29255221311302 0.539751 0.41324887427 0.04100246158 0.41324887427 0.02439206662  C   
144 9573 269.600588 1.28874 269.6008338102973 1.28873968105104 0.492579 0.34922506254 0.04100246158 0.34922506254 0.02439206662  C   
145 13217 269.599993 1.29319 269.59960961803085 1.29258732511864 0.362792 0.26489923109 0.04100246158 0.26489923109 0.02439206662  C   
146 12952 269.602466 1.28808 269.6029191204321 1.28798636328932 0.206219 0.2080260464 0.04100246158 0.2080260464 0.02439206662  C   
147 13610 269.603705 1.3908200000000002 269.60374684759495 1.39079912782108 0.418185 0.2335939472 0.03899373574 0.2335939472 0.02319709021  C   
148 9289 269.605893 1.3888299999999998 269.60564697883314 1.38848189856969 0.241937 0.16435184682 0.03899373574 0.16435184682 0.02319709021  C   
149 14180 269.604043 1.32612 269.60404076096466 1.32586331129178 0.481994 0.50255677869 0.05505778689 0.38207939563 0.02269193042  M   
150 42 269.603641 1.42955 269.60392634512874 1.42927553185749 0.270032 0.50499362829 0.0581071581 0.32067668204 0.02394872121  M   
151 11823 269.604777 1.30581 269.60456052868886 1.30579653876598 0.681938 0.35050784915 0.04007062587 0.35050784915 0.02383772433  S   
152 11291 269.605211 1.46811 269.6050929189188 1.46783341790251 0.321929 0.19349077669 0.0493185435499999 0.19349077669 0.0293392434  S   
153 13722 269.604627 1.3698 269.6041635623632 1.37020631075218 0.273228 0.3416025099399999 0.05480140228 0.22109627456 0.02258626214  M   
154 639 269.604642 1.39844 269.6047899909357 1.39869792463997 0.274207 0.12831304071 0.03919834504 0.12831304071 0.0233188108  S   
155 1030 269.603455 1.46304 269.60343247362937 1.462971999354 0.377337 0.33277723905 0.04746268722 0.33277723905 0.02823520795  S   
156 5046 269.603833 1.25096 269.60379494609884 1.25080949365777 0.215149 0.2521248494699999 0.04868238998 0.2521248494699999 0.02896080026  C   
158 1639 269.604639 1.3471000000000002 269.60400733771894 1.34769839063107 0.057132 0.1289800877 0.0385594634299999 0.1289800877 0.02293874477  S   
159 10578 269.603542 1.27844 269.60370723831966 1.27912482054963 0.103009 0.16781749878 0.04284530476 0.16781749878 0.02548836065  S   
160 6906 269.603234 1.26075 269.60285079644075 1.26078684923103 0.263948 0.23082141458 0.04589261528 0.23082141458 0.02730118355  S   
161 5868 269.602257 1.2652100000000002 269.60225201006926 1.26510218384999 1.368769 1.14106213735 0.04479409598 1.14106213735 0.02664768239  S   
162 8982 269.597436 1.47839 269.5971252777255 1.4780492445872 0.296524 0.61894344093 0.06858653781 0.41131106113 0.02826777159  M   
163 1865 269.601209 1.47714 269.6006737463472 1.47744474647501 0.135349 0.19284388741 0.04849800599 0.19284388741 0.02885111156  C   
164 7768 269.603407 1.4733699999999998 269.60345854002105 1.47306370317721 0.035684 0.1434486663699999 0.04849800599 0.1434486663699999 0.02885111156  C   
165 14346 269.602138 1.39658 269.602313631352 1.39651251729797 0.644293 0.41771034052 0.0386985747799999 0.41771034052 0.0230215011  S   
166 3239 269.602444 1.30186 269.6022984384941 1.30175032005371 0.493124 0.22386830106 0.04001574032 0.22386830106 0.02380507332  S   
167 13964 269.60213600000003 1.43469 269.6014959564821 1.43385850008622 0.245061 0.197340491 0.04090672175 0.197340491 0.0243351117  S   
168 9538 269.60159 1.3172899999999998 269.6018059779268 1.31737704523449 0.12088 0.11302855081 0.03884641013 0.11302855081 0.02310944728  S   
169 6933 269.600946 1.44477 269.6008867300363 1.44470208813914 0.274428 0.21197253426 0.04198070651 0.21197253426 0.02497401743  S   
170 7399 269.600375 1.25331 269.60048055785774 1.25301516076982 0.26025 0.2193558771099999 0.04667394429 0.2193558771099999 0.0277659904999999  S   
171 14229 269.599811 1.27934 269.59994826249203 1.27884407443249 0.22876 0.3060413891799999 0.04171390129 0.3060413891799999 0.02481529694  S   
172 5860 269.600462 1.4278 269.5995773028628 1.42713206197938 0.208117 0.42690961167 0.05620729082 0.2493218139599999 0.02316569562  M   
173 10387 269.599698 1.35115 269.6001859490028 1.35075991058765 0.109404 0.1126472068 0.0380749711 0.1126472068 0.0226505238  S   
174 5832 269.599551 1.39348 269.59952560927496 1.39347541330249 1.162673 1.03085369491 0.0382060812399999 1.03085369491 0.02272852027  S   
176 13781 269.599222 1.32893 269.5991643298113 1.32884215149978 0.53436 0.47033209573 0.03806589928 0.47033209573 0.02264512704  S   
177 428 269.599159 1.37426 269.5989266281632 1.37425613277506 0.226113 0.18540426886 0.03789541692 0.18540426886 0.0225437083199999  S   
178 3550 269.599001 1.41567 269.59927223732205 1.41559441266022 0.171162 0.2240294904299999 0.0389479301299999 0.2240294904299999 0.02316984079  C   
179 11525 269.597297 1.4189 269.5982373902424 1.4180626335178 0.077858 0.12084440432 0.0389479301299999 0.12084440432 0.02316984079  C   
180 6932 269.599082 1.43585 269.5989412350425 1.43623251586848 0.13387 0.1534744836 0.04048341273 0.1534744836 0.02408328824  S   
181 7346 269.598763 1.2441300000000002 269.59865626396123 1.24408683093064 0.16039 0.20419921806 0.04822282392 0.20419921806 0.02868740774  S   
182 4299 269.59896000000003 1.27134 269.59828325070043 1.27123061869499 0.097504 0.1768019073499999 0.04220151481 0.1768019073499999 0.0251053746899999  S   
183 9438 269.598768 1.39945 269.59850896591394 1.39965622768902 0.276077 0.13982202884 0.03813150912 0.13982202884 0.0226841578599999  S   
184 12061 269.596784 1.424 269.59658476341417 1.42366833988503 0.183781 0.4575464220399999 0.05500665973 0.31864464775 0.02267085849  M   
186 14830 269.59697 1.2506 269.5970632605504 1.25026667995654 0.807517 0.97717867715 0.06483374274 0.8700148991 0.0267210664  M   
187 11076 269.597974 1.39695 269.5977712671224 1.39699980670995 0.371514 0.20687130663 0.0379246129899999 0.20687130663 0.02256107685  S   
188 9785 269.59626 1.33809 269.5961845382 1.33842549413438 0.118065 0.17336717207 0.03755228923 0.17336717207 0.0223395841499999  C   
189 137 269.597635 1.33628 269.59767623237434 1.3363444896275 0.292948 0.13793860751 0.03755228923 0.13793860751 0.0223395841499999  C   
190 4429 269.595494 1.3350700000000002 269.5955633403403 1.33530082882972 0.110096 0.09786925861 0.03755228923 0.09786925861 0.0223395841499999  C   
191 2989 269.597286 1.41012 269.59703124405286 1.40988371938101 0.162817 0.19030618756 0.0383281532 0.19030618756 0.02280113999  C   
192 1076 269.5976 1.41178 269.5972022916277 1.41200823681228 0.099184 0.12827471903 0.0383281532 0.12827471903 0.02280113999  C   
193 7471 269.594481 1.36754 269.5946256537647 1.36730690845371 0.197541 0.20743351843 0.0374852423 0.20743351843 0.02229969842  C   
194 12294 269.596253 1.36917 269.5967563899141 1.36898065151985 0.054001 0.1477378269599999 0.0374852423 0.1477378269599999 0.02229969842  C   
195 12020 269.597063 1.40413 269.5967972950111 1.40427759871137 0.268396 0.22153726319 0.03794867727 0.22153726319 0.02257539252  C   
196 9964 269.595576 1.40589 269.5951942044473 1.40651745837219 0.155767 0.10815000606 0.03794867727 0.10815000606 0.02257539252  C   
198 10338 269.593899 1.32223 269.5944275356724 1.32214755054457 0.490227 0.63302505557 0.0530781211 0.42751318354 0.02187601607  M   
199 14097 269.596072 1.38293 269.59534037953455 1.3832027934712 0.276982 0.38598913391 0.05303567133 0.30654326119 0.02185852051  M   
200 13148 269.595393 1.4732299999999998 269.5954830608499 1.47269186629156 0.563922 0.51966592912 0.06545355326 0.36889797786 0.02697651977  M   
202 11886 269.5955 1.30155 269.59563159491285 1.30153243368466 0.431483 0.13711186297 0.0384995769399999 0.13711186297 0.02290311873  S   
203 12953 269.595335 1.23493 269.59536890690384 1.23538021108168 0.204423 0.1513685053 0.04935278696 0.1513685053 0.02935961455  S   
204 8887 269.591897 1.35238 269.591463613873 1.35255765399461 0.163045 0.24388579271 0.05270138004 0.16939540128 0.02172074318  M   
205 5694 269.592589 1.35382 269.59340703546894 1.35303837913615 0.027067 0.1188561363999999 0.03726550321 0.1188561363999999 0.02216897723  C   
207 2393 269.5938 1.3782 269.59427240989123 1.3783311377704 0.84863 1.14839225581 0.05287591342 0.90675824726 0.02179267668  M   
208 10364 269.593764 1.37442 269.59374596405706 1.37463588970692 0.218095 0.20467247562 0.0373889169399999 0.20467247562 0.0222423951599999  C   
209 4566 269.595295 1.28184 269.5951244816628 1.28243801462336 0.077676 0.1437455459999999 0.03984331443 0.1437455459999999 0.0237024984099999  S   
210 10580 269.594983 1.39825 269.5949895267676 1.39795889958912 0.426142 0.3007184410899999 0.03753706397 0.3007184410899999 0.02233052676  S   
211 14238 269.594735 1.31266 269.59471754213484 1.31247692936342 0.428891 0.28781548658 0.03767979006 0.28781548658 0.02241543347  C   
212 1426 269.592191 1.31204 269.59253690534445 1.31121770310967 0.143221 0.11783962013 0.03767979006 0.11783962013 0.02241543347  C   
213 358 269.595037 1.3932000000000002 269.5949814469684 1.39312930554258 0.307013 0.20863919704 0.0377407286099999 0.20863919704 0.02245168537  S   
214 2266 269.594686 1.37207 269.5946284892693 1.37189579806144 0.171687 0.13343283317 0.03736303529 0.13343283317 0.02222699835  S   
215 13158 269.593919 1.31846 269.59371531924694 1.31790197830484 0.320063 0.33022932 0.05319292684 0.24544658255 0.02192333297  M   
216 2985 269.594112 1.46662 269.59401616657146 1.46654200770612 0.66172 0.51285603305 0.04373072939 0.51285603305 0.02601509334  C   
217 5360 269.59319 1.46421 269.59321065602484 1.46409401132037 0.376685 0.36697358779 0.04373072939 0.36697358779 0.02601509334  C   
218 13073 269.593195 1.29713 269.5931896762218 1.29714409727856 4.698088 4.63065129467 0.038332084 4.63065129467 0.0228034784  S   
219 9547 269.593996 1.30589 269.59417331917086 1.30602798592773 0.236251 0.12130956003 0.03812838338 0.12130956003 0.02268229838  S   
